"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Status","Status.Desc","Crm.Cd.1","LOCATION","LAT","LON","year","Descent_Description","month","Hour"
200213997,"08/20/2020 12:00:00 AM",2020-08-19,"14:30",2,"Rampart",295,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",34,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"1300 S  BURLINGTON                   AV",34.0451,-118.2792,2020,"White","2020-08","14"
200615447,"09/15/2020 12:00:00 AM",2020-09-15,"20:15",6,"Hollywood",646,1,330,"BURGLARY FROM VEHICLE",22,"F","B",101,"STREET","IC","Invest Cont",330,"HOLLYWOOD",34.1016,-118.3325,2020,"Black","2020-09","20"
200711265,"07/02/2020 12:00:00 AM",2020-07-01,"14:45",7,"Wilshire",759,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",29,"M","O",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",440,"1200    CRENSHAW                     BL",34.0526,-118.3242,2020,"Other","2020-07","14"
200407180,"03/22/2020 12:00:00 AM",2020-03-22,"14:45",4,"Hollenbeck",459,2,901,"VIOLATION OF RESTRAINING ORDER",38,"F","H",504,"OTHER RESIDENCE","IC","Invest Cont",901,"3100    BLANCHARD                    ST",34.0477,-118.1963,2020,"Hispanic/Latin/Mexican","2020-03","14"
200114812,"07/14/2020 12:00:00 AM",2020-07-14,"13:35",1,"Central",152,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",28,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",626,"700 W  7TH                          ST",34.0491,-118.2558,2020,"Black","2020-07","13"
200413254,"09/28/2020 12:00:00 AM",2020-09-28,"14:00",4,"Hollenbeck",499,1,510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT","IC","Invest Cont",510,"OLYMPIC                      BL",34.0188,-118.198,2020,"Unknown","2020-09","14"
201109954,"06/01/2020 12:00:00 AM",2020-05-30,"10:45",11,"Northeast",1177,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",18,"F","H",109,"PARK/PLAYGROUND","AO","Adult Other",626,"600 W  AVENUE 26",34.086,-118.2249,2020,"Hispanic/Latin/Mexican","2020-05","10"
202114517,"10/05/2020 12:00:00 AM",2020-10-04,"21:47",21,"Topanga",2156,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,"M","W",507,"CONDOMINIUM/TOWNHOUSE","IC","Invest Cont",740,"21500    ERWIN                        ST",34.1828,-118.5988,2020,"White","2020-10","21"
201213430,"05/24/2020 12:00:00 AM",2020-05-23,"21:30",12,"77th Street",1213,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"1700 W  58TH                         ST",33.9897,-118.3067,2020,"Unknown","2020-05","21"
201607583,"03/30/2020 12:00:00 AM",2020-03-29,"23:55",16,"Foothill",1658,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",740,"10000    SILVERTON                    AV",34.25,-118.2846,2020,"Other","2020-03","23"
200910861,"06/10/2020 12:00:00 AM",2020-06-09,"13:30",9,"Van Nuys",955,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",27,"F","H",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",420,"5300    CIRCLE                       DR",34.1663,-118.4486,2020,"Hispanic/Latin/Mexican","2020-06","13"
201112704,"08/20/2020 12:00:00 AM",2020-08-20,"22:38",11,"Northeast",1189,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",25,"F","B",301,"GAS STATION","IC","Invest Cont",420,"2200 N  FIGUEROA                     ST",34.0827,-118.2239,2020,"Black","2020-08","22"
200209237,"04/21/2020 12:00:00 AM",2020-04-21,"17:00",2,"Rampart",245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,"M","W",124,"BUS STOP","IC","Invest Cont",230,"WILSHIRE",34.058,-118.2759,2020,"White","2020-04","17"
201206538,"02/05/2020 12:00:00 AM",2020-02-05,"20:30",12,"77th Street",1268,2,901,"VIOLATION OF RESTRAINING ORDER",24,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",901,"100 W  85TH                         PL",33.9608,-118.2739,2020,"Black","2020-02","20"
200315845,"08/17/2020 12:00:00 AM",2020-08-17,"21:00",3,"Southwest",393,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",43,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",236,"4200    CRENSHAW                     BL",34.0078,-118.335,2020,"Hispanic/Latin/Mexican","2020-08","21"
200816927,"11/28/2020 12:00:00 AM",2020-11-27,"19:00",8,"West LA",836,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",103,"ALLEY","IC","Invest Cont",420,"10300    MISSOURI                     AV",34.0575,-118.422,2020,"Unknown","2020-11","19"
211005902,"03/03/2021 12:00:00 AM",2020-12-16,"12:00",10,"West Valley",1037,1,320,"BURGLARY, ATTEMPTED",0,"M","O",720,"JUNIOR HIGH SCHOOL","IC","Invest Cont",320,"17100    VANOWEN                      ST",34.1939,-118.5061,2020,"Other","2020-12","12"
200617135,"10/23/2020 12:00:00 AM",2020-10-23,"20:40",6,"Hollywood",645,2,946,"OTHER MISCELLANEOUS CRIME",0,"X","X",101,"STREET","IC","Invest Cont",946,"EL CERRITO",34.1028,-118.3448,2020,"Unknown","2020-10","20"
200120957,"11/11/2020 12:00:00 AM",2020-11-11,"23:35",1,"Central",152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",68,"M","A",903,"MTA - RED LINE - 7TH AND METRO CENTER","IC","Invest Cont",230,"600 S  FIGUEROA                     ST",34.0505,-118.2588,2020,"Other Asian","2020-11","23"
202110176,"06/05/2020 12:00:00 AM",2020-06-05,"02:30",21,"Topanga",2104,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"M","W",203,"OTHER BUSINESS","AA","Adult Arrest",740,"9000    TOPANGA CANYON               BL",34.2335,-118.604,2020,"White","2020-06","02"
201315834,"08/22/2020 12:00:00 AM",2020-08-21,"18:00",13,"Newton",1327,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"22ND                         ST",34.0189,-118.2481,2020,"Unknown","2020-08","18"
201010936,"07/11/2020 12:00:00 AM",2020-07-11,"16:15",10,"West Valley",1004,2,886,"DISTURBING THE PEACE",34,"F","H",108,"PARKING LOT","AO","Adult Other",886,"18300    ROSCOE                       BL",34.2208,-118.5323,2020,"Hispanic/Latin/Mexican","2020-07","16"
201200868,"09/06/2020 12:00:00 AM",2020-09-06,"20:40",12,"77th Street",1231,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,"M","B",101,"STREET","IC","Invest Cont",230,"59TH                         PL",33.9863,-118.3378,2020,"Black","2020-09","20"
200409594,"06/08/2020 12:00:00 AM",2020-06-06,"20:00",4,"Hollenbeck",428,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",35,"F","B",707,"GARAGE/CARPORT","IC","Invest Cont",745,"4900    LYNNFIELD                    ST",34.08,-118.1756,2020,"Black","2020-06","20"
200404606,"01/16/2020 12:00:00 AM",2020-01-11,"13:30",4,"Hollenbeck",439,2,900,"VIOLATION OF COURT ORDER",75,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",900,"1800    MARNEY                       AV",34.0625,-118.1766,2020,"Hispanic/Latin/Mexican","2020-01","13"
200514750,"10/01/2020 12:00:00 AM",2020-10-01,"20:00",5,"Harbor",585,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"600 W  22ND                         ST",33.7243,-118.2907,2020,"Unknown","2020-10","20"
200114678,"07/10/2020 12:00:00 AM",2020-07-10,"18:45",1,"Central",124,2,624,"BATTERY - SIMPLE ASSAULT",62,"M","B",102,"SIDEWALK","IC","Invest Cont",624,"200 N  SPRING                       ST",34.0539,-118.2436,2020,"Black","2020-07","18"
200108789,"03/09/2020 12:00:00 AM",2020-03-08,"18:00",1,"Central",161,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",29,"F","H",717,"HEALTH SPA/GYM","IC","Invest Cont",440,"700 S  FIGUEROA                     ST",34.0483,-118.2631,2020,"Hispanic/Latin/Mexican","2020-03","18"
200911678,"06/28/2020 12:00:00 AM",2020-06-27,"16:30",9,"Van Nuys",946,2,624,"BATTERY - SIMPLE ASSAULT",46,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",624,"13800    BURBANK                      BL",34.1721,-118.434,2020,"White","2020-06","16"
201604505,"01/13/2020 12:00:00 AM",2020-01-13,"19:35",16,"Foothill",1606,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",36,"M","O",401,"MINI-MART","IC","Invest Cont",442,"11300    SUNBURST                     ST",34.2788,-118.3773,2020,"Other","2020-01","19"
200611135,"06/06/2020 12:00:00 AM",2020-06-06,"18:30",6,"Hollywood",669,2,624,"BATTERY - SIMPLE ASSAULT",28,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",624,"1100 N  ARDMORE                      AV",34.0908,-118.3012,2020,"Black","2020-06","18"
200905227,"01/29/2020 12:00:00 AM",2020-01-28,"22:00",9,"Van Nuys",946,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"13700    OXNARD                       ST",34.1794,-118.4312,2020,"Unknown","2020-01","22"
201410727,"05/10/2020 12:00:00 AM",2020-05-10,"17:50",14,"Pacific",1487,2,946,"OTHER MISCELLANEOUS CRIME",32,"M","B",108,"PARKING LOT","IC","Invest Cont",946,"SEPULVEDA",33.9599,-118.3962,2020,"Black","2020-05","17"
201221247,"09/23/2020 12:00:00 AM",2020-09-23,"14:25",12,"77th Street",1203,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",21,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",956,"4900 S  VAN NESS                     AV",33.9975,-118.3171,2020,"White","2020-09","14"
201415870,"08/21/2020 12:00:00 AM",2020-07-01,"16:20",14,"Pacific",1443,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,"X","X",203,"OTHER BUSINESS","AO","Adult Other",668,"2400    LINCOLN                      BL",33.9937,-118.452,2020,"Unknown","2020-07","16"
201711903,"08/05/2020 12:00:00 AM",2020-08-05,"11:00",17,"Devonshire",1751,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"10000    TOPANGA CANYON               BL",34.2518,-118.6061,2020,"Unknown","2020-08","11"
202016143,"10/20/2020 12:00:00 AM",2020-10-20,"12:30",20,"Olympic",2088,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,"F","B",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"1600 S  WESTMORELAND                 AV",34.0433,-118.2892,2020,"Black","2020-10","12"
201904425,"01/09/2020 12:00:00 AM",2020-01-03,"18:00",19,"Mission",1984,2,946,"OTHER MISCELLANEOUS CRIME",31,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",946,"14800    PARTHENIA                    ST",34.2282,-118.4553,2020,"Black","2020-01","18"
202007973,"03/27/2020 12:00:00 AM",2020-03-26,"14:00",20,"Olympic",2002,1,510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT","IC","Invest Cont",510,"500 N  GRAMERCY                     PL",34.0803,-118.3125,2020,"Unknown","2020-03","14"
201216942,"07/22/2020 12:00:00 AM",2020-07-17,"11:00",12,"77th Street",1269,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"7900    TOWNE                        AV",33.9669,-118.2674,2020,"Unknown","2020-07","11"
200118260,"09/20/2020 12:00:00 AM",2020-09-19,"17:00",1,"Central",152,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",42,"M","B",102,"SIDEWALK","IC","Invest Cont",626,"7TH",34.048,-118.2577,2020,"Black","2020-09","17"
200114882,"07/15/2020 12:00:00 AM",2020-07-15,"05:30",1,"Central",162,2,888,"TRESPASSING",40,"M","H",503,"HOTEL","IC","Invest Cont",888,"700 S  HOPE                         ST",0,0,2020,"Hispanic/Latin/Mexican","2020-07","05"
200211035,"06/07/2020 12:00:00 AM",2020-06-06,"11:00",2,"Rampart",291,2,624,"BATTERY - SIMPLE ASSAULT",24,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",624,"1800 S  HOOVER                       ST",34.0418,-118.2841,2020,"Hispanic/Latin/Mexican","2020-06","11"
202013720,"08/21/2020 12:00:00 AM",2020-08-20,"22:00",20,"Olympic",2026,1,310,"BURGLARY",47,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",310,"400 S  CATALINA                     ST",34.0654,-118.2954,2020,"Hispanic/Latin/Mexican","2020-08","22"
200913932,"08/24/2020 12:00:00 AM",2020-08-22,"23:00",9,"Van Nuys",914,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",37,"M","H",108,"PARKING LOT","AO","Adult Other",331,"6900    KESTER                       AV",34.196,-118.4575,2020,"Hispanic/Latin/Mexican","2020-08","23"
200617781,"11/09/2020 12:00:00 AM",2020-11-08,"18:00",6,"Hollywood",636,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"HAWTHORN                     AV",34.1034,-118.3325,2020,"Unknown","2020-11","18"
200608811,"04/02/2020 12:00:00 AM",2020-04-01,"17:00",6,"Hollywood",615,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",47,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",745,"3200 N  KNOLL                        DR",34.1261,-118.3432,2020,"White","2020-04","17"
202018909,"12/26/2020 12:00:00 AM",2020-12-25,"21:00",20,"Olympic",2001,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",40,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",440,"500 N  WINDSOR                      BL",34.079,-118.3196,2020,"Hispanic/Latin/Mexican","2020-12","21"
201804292,"01/06/2020 12:00:00 AM",2020-01-06,"15:57",18,"Southeast",1881,2,624,"BATTERY - SIMPLE ASSAULT",39,"M","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",624,"800 W  ALONDRA                      BL",33.8853,-118.2893,2020,"Hispanic/Latin/Mexican","2020-01","15"
201508803,"04/16/2020 12:00:00 AM",2020-04-15,"19:00",15,"N Hollywood",1522,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"6800    COLDWATER CANYON             AV",34.1936,-118.4166,2020,"Unknown","2020-04","19"
200104613,"01/08/2020 12:00:00 AM",2020-01-06,"08:00",1,"Central",182,1,330,"BURGLARY FROM VEHICLE",33,"F","H",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"900 S  HILL                         ST",34.042,-118.2625,2020,"Hispanic/Latin/Mexican","2020-01","08"
200115024,"07/19/2020 12:00:00 AM",2020-07-18,"19:00",1,"Central",111,1,510,"VEHICLE - STOLEN",0,"","",707,"GARAGE/CARPORT","IC","Invest Cont",510,"800    YALE                         ST",34.0632,-118.2408,2020,"Unknown","2020-07","19"
201314500,"07/25/2020 12:00:00 AM",2020-07-24,"17:00",13,"Newton",1393,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,"M","B",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"200 W  71ST                         ST",33.9756,-118.2756,2020,"Black","2020-07","17"
200800820,"10/09/2020 12:00:00 AM",2020-10-09,"19:00",8,"West LA",839,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",442,"10200    SANTA MONICA                 BL",34.06,-118.42,2020,"Unknown","2020-10","19"
201506321,"02/16/2020 12:00:00 AM",2020-02-16,"18:00",15,"N Hollywood",1508,2,900,"VIOLATION OF COURT ORDER",38,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",900,"7400    VINELAND                     AV",34.2048,-118.3703,2020,"Hispanic/Latin/Mexican","2020-02","18"
200200695,"05/07/2020 12:00:00 AM",2020-05-07,"05:27",2,"Rampart",299,2,438,"RECKLESS DRIVING",0,"X","X",101,"STREET","IC","Invest Cont",438,"14TH",34.0413,-118.2742,2020,"Unknown","2020-05","05"
200613347,"07/31/2020 12:00:00 AM",2020-07-31,"20:04",6,"Hollywood",647,1,761,"BRANDISH WEAPON",35,"M","W",101,"STREET","AO","Adult Other",761,"SELMA                        AV",34.0998,-118.3267,2020,"White","2020-07","20"
200304842,"01/14/2020 12:00:00 AM",2020-01-14,"15:45",3,"Southwest",315,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",24,"F","B",102,"SIDEWALK","IC","Invest Cont",626,"27TH                         ST",34.0309,-118.3121,2020,"Black","2020-01","15"
200916956,"11/07/2020 12:00:00 AM",2020-11-06,"19:30",9,"Van Nuys",926,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET","IC","Invest Cont",420,"14400    KITTRIDGE                    ST",34.1907,-118.4479,2020,"Unknown","2020-11","19"
200609156,"04/17/2020 12:00:00 AM",2020-04-16,"21:30",6,"Hollywood",645,1,510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT","IC","Invest Cont",510,"1700    EL CERRITO                   PL",34.1016,-118.3447,2020,"Unknown","2020-04","21"
202014398,"09/08/2020 12:00:00 AM",2020-09-05,"08:25",20,"Olympic",2041,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,"F","K",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"800    CRENSHAW                     BL",34.0587,-118.3207,2020,"Korean","2020-09","08"
201505040,"01/22/2020 12:00:00 AM",2020-01-21,"19:00",15,"N Hollywood",1512,1,330,"BURGLARY FROM VEHICLE",36,"M","H",101,"STREET","IC","Invest Cont",330,"LEMAY                        ST",34.1917,-118.4119,2020,"Hispanic/Latin/Mexican","2020-01","19"
200911634,"06/27/2020 12:00:00 AM",2020-06-26,"20:20",9,"Van Nuys",914,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",61,"M","B",104,"DRIVEWAY","IC","Invest Cont",420,"14500    HARTLAND                     ST",34.1951,-118.4487,2020,"Black","2020-06","20"
201209781,"03/25/2020 12:00:00 AM",2020-03-25,"15:30",12,"77th Street",1241,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,"M","H",104,"DRIVEWAY","IC","Invest Cont",230,"3100 W  63RD                         ST",33.983,-118.3265,2020,"Hispanic/Latin/Mexican","2020-03","15"
200315759,"08/14/2020 12:00:00 AM",2020-07-09,"20:00",3,"Southwest",328,1,330,"BURGLARY FROM VEHICLE",21,"M","C",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"600 W  JEFFERSON                    BL",34.0237,-118.2839,2020,"Chinese","2020-07","20"
202015409,"10/02/2020 12:00:00 AM",2020-10-02,"19:00",20,"Olympic",2024,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",230,"600 S  NORMANDIE                    AV",34.0636,-118.3047,2020,"Black","2020-10","19"
200616356,"10/06/2020 12:00:00 AM",2020-06-12,"19:30",6,"Hollywood",637,2,860,"BATTERY WITH SEXUAL CONTACT",26,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",860,"6100    CARLOS                       AV",34.1028,-118.3229,2020,"White","2020-06","19"
201608972,"05/11/2020 12:00:00 AM",2020-05-07,"16:00",16,"Foothill",1638,1,310,"BURGLARY",59,"M","H",725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)","IC","Invest Cont",310,"7700    FOOTHILL                     BL",34.2595,-118.293,2020,"Hispanic/Latin/Mexican","2020-05","16"
201306869,"02/21/2020 12:00:00 AM",2020-02-21,"09:51",13,"Newton",1365,1,210,"ROBBERY",18,"F","H",124,"BUS STOP","IC","Invest Cont",210,"51ST                         ST",33.9967,-118.2478,2020,"Hispanic/Latin/Mexican","2020-02","09"
201807989,"03/10/2020 12:00:00 AM",2020-03-09,"22:40",18,"Southeast",1861,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,"X","X",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",740,"700 W  IMPERIAL                     HY",33.931,-118.287,2020,"Unknown","2020-03","22"
200506847,"03/07/2020 12:00:00 AM",2020-03-06,"18:00",5,"Harbor",524,1,510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT","IC","Invest Cont",510,"700    HAWAIIAN                     AV",33.7778,-118.2766,2020,"Unknown","2020-03","18"
200613699,"08/08/2020 12:00:00 AM",2020-08-08,"16:40",6,"Hollywood",668,1,761,"BRANDISH WEAPON",38,"M","H",407,"HARDWARE/BUILDING SUPPLY","AA","Adult Arrest",761,"5600 W  SUNSET                       BL",34.0981,-118.3111,2020,"Hispanic/Latin/Mexican","2020-08","16"
201808207,"03/15/2020 12:00:00 AM",2020-03-15,"02:50",18,"Southeast",1821,1,210,"ROBBERY",21,"M","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",210,"700 W  102ND                        ST",33.9438,-118.2869,2020,"Hispanic/Latin/Mexican","2020-03","02"
200810952,"06/22/2020 12:00:00 AM",2020-06-21,"23:00",8,"West LA",851,1,330,"BURGLARY FROM VEHICLE",65,"M","W",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"1400    CENTINELA                    AV",34.0386,-118.4677,2020,"White","2020-06","23"
201812826,"06/20/2020 12:00:00 AM",2020-06-20,"04:00",18,"Southeast",1836,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",45,"M","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other",626,"1500 E  106TH                        ST",33.9397,-118.2483,2020,"Black","2020-06","04"
200311014,"05/08/2020 12:00:00 AM",2020-05-07,"17:00",3,"Southwest",311,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"5300 W  JEFFERSON                    BL",34.0256,-118.3612,2020,"Unknown","2020-05","17"
201500756,"04/26/2020 12:00:00 AM",2020-04-26,"04:00",15,"N Hollywood",1519,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",38,"M","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",626,"10900    HAMLIN                       ST",34.1885,-118.3681,2020,"Hispanic/Latin/Mexican","2020-04","04"
201515211,"09/15/2020 12:00:00 AM",2020-09-15,"03:05",15,"N Hollywood",1512,1,210,"ROBBERY",26,"M","B",101,"STREET","IC","Invest Cont",210,"BELLAIRE",34.2037,-118.4094,2020,"Black","2020-09","03"
201915234,"10/03/2020 12:00:00 AM",2020-10-01,"07:30",19,"Mission",1963,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",38,"F","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other",956,"9600    VAN NUYS                     BL",34.2449,-118.4502,2020,"Black","2020-10","07"
201912101,"07/13/2020 12:00:00 AM",2020-07-12,"21:00",19,"Mission",1991,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET","IC","Invest Cont",420,"ORION                        ST",34.2185,-118.4721,2020,"Unknown","2020-07","21"
201110883,"06/26/2020 12:00:00 AM",2020-06-26,"19:40",11,"Northeast",1149,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",60,"F","H",101,"STREET","AO","Adult Other",740,"FIGUEROA",34.108,-118.1961,2020,"Hispanic/Latin/Mexican","2020-06","19"
200717294,"12/20/2020 12:00:00 AM",2020-12-20,"11:50",7,"Wilshire",749,2,624,"BATTERY - SIMPLE ASSAULT",52,"M","W",101,"STREET","IC","Invest Cont",624,"800 S  MUIRFIELD                    RD",34.0593,-118.3302,2020,"White","2020-12","11"
